Date,Open,High,Low,Close,Adj Close,Volume
2016-11-04,1.112400,1.116400,1.109900,1.113800,1.113800,8830
2016-11-06,null,null,null,null,null,null
2016-11-07,1.110900,1.113000,1.104500,1.105700,1.105700,7333
2016-11-08,1.105800,1.108400,1.102700,1.104700,1.104700,6126
2016-11-09,1.102700,1.131700,1.092200,1.094600,1.094600,35163
2016-11-10,1.093100,1.096800,1.087900,1.090600,1.090600,11607
2016-11-13,null,null,null,null,null,null
2016-11-14,1.085700,1.085700,1.072200,1.073900,1.073900,15606
2016-11-15,1.075900,1.083000,1.072800,1.073000,1.073000,17490
2016-11-16,1.073900,1.077300,1.068000,1.069500,1.069500,22344
2016-11-17,1.071100,1.075700,1.063100,1.063900,1.063900,21016
2016-11-18,1.063700,1.065400,1.058000,1.061100,1.061100,23659
2016-11-20,null,null,null,null,null,null
2016-11-21,1.060000,1.065900,1.059000,1.062000,1.062000,14289
2016-11-22,1.063800,1.066900,1.059400,1.063400,1.063400,12932
2016-11-23,1.063600,1.065400,1.053600,1.055800,1.055800,16930
2016-11-25,1.055900,1.063600,1.052700,1.060000,1.060000,18981
2016-11-27,null,null,null,null,null,null
2016-11-28,1.060800,1.069500,1.057300,1.060400,1.060400,14179
2016-11-29,1.062000,1.066200,1.057400,1.065600,1.065600,12585
2016-11-30,1.065500,1.067400,1.056000,1.060500,1.060500,20983
2016-12-01,1.060300,1.067600,1.058500,1.065300,1.065300,15854
2016-12-02,1.066500,1.069500,1.063200,1.066400,1.066400,12278
2016-12-04,null,null,null,null,null,null
2016-12-05,1.054600,1.080200,1.051100,1.077400,1.077400,25765
2016-12-06,1.076800,1.079000,1.070400,1.072200,1.072200,13139
2016-12-07,1.072400,1.077300,1.071400,1.076300,1.076300,7704
2016-12-08,1.076300,1.087800,1.060100,1.061700,1.061700,29650
2016-12-09,1.061800,1.063300,1.053400,1.055700,1.055700,12070
2016-12-11,null,null,null,null,null,null
2016-12-12,1.055100,1.065500,1.052800,1.063300,1.063300,11523
2016-12-13,1.064000,1.067000,1.060600,1.062300,1.062300,11998
2016-12-14,1.063700,1.067200,1.049800,1.056100,1.056100,14424
2016-12-15,1.053100,1.053100,1.036700,1.042600,1.042600,12522
2016-12-16,1.040500,1.047400,1.040200,1.043300,1.043300,2393
2016-12-18,null,null,null,null,null,null
2016-12-19,1.044800,1.047500,1.041500,1.044100,1.044100,12271
